STATION,DATE,VARIABLE,TEMP
GHCND:USW00014837,19780801,EMNT,67
GHCND:USW00014837,19780901,EMNT,11
GHCND:USW00014837,19781001,EMNT,-44
GHCND:USW00014837,19781101,EMNT,-156
GHCND:USW00014837,19781201,EMNT,-228
GHCND:USW00014837,19790101,EMNT,-333
GHCND:USW00014837,19790201,EMNT,-294
GHCND:USW00014837,19790301,EMNT,-161
GHCND:USW00014837,19790401,EMNT,-111
GHCND:USW00014837,19790501,EMNT,-22
GHCND:USW00014837,19790601,EMNT,22
GHCND:USW00014837,19790701,EMNT,56
GHCND:USW00014837,19790801,EMNT,28
GHCND:USW00014837,19790901,EMNT,6
GHCND:USW00014837,19791001,EMNT,-72
GHCND:USW00014837,19791101,EMNT,-128
GHCND:USW00014837,19791201,EMNT,-194
GHCND:USW00014837,19800101,EMNT,-217
GHCND:USW00014837,19800201,EMNT,-244
GHCND:USW00014837,19800301,EMNT,-200
GHCND:USW00014837,19800401,EMNT,-56
GHCND:USW00014837,19800501,EMNT,-17
GHCND:USW00014837,19800601,EMNT,28
GHCND:USW00014837,19800701,EMNT,83
GHCND:USW00014837,19800801,EMNT,100
GHCND:USW00014837,19800901,EMNT,-6
GHCND:USW00014837,19801001,EMNT,-89
GHCND:USW00014837,19801101,EMNT,-94
GHCND:USW00014837,19801201,EMNT,-217
GHCND:USW00014837,19810101,EMNT,-228
GHCND:USW00014837,19810201,EMNT,-233
GHCND:USW00014837,19810301,EMNT,-111
GHCND:USW00014837,19810401,EMNT,-78
GHCND:USW00014837,19810501,EMNT,-44
GHCND:USW00014837,19810601,EMNT,78
GHCND:USW00014837,19810701,EMNT,83
GHCND:USW00014837,19810801,EMNT,61
GHCND:USW00014837,19810901,EMNT,22
GHCND:USW00014837,19811001,EMNT,-78
GHCND:USW00014837,19811101,EMNT,-133
GHCND:USW00014837,19811201,EMNT,-194
GHCND:USW00014837,19820101,EMNT,-322
GHCND:USW00014837,19820201,EMNT,-272
GHCND:USW00014837,19820301,EMNT,-217
GHCND:USW00014837,19820401,EMNT,-178
GHCND:USW00014837,19820501,EMNT,11
GHCND:USW00014837,19820601,EMNT,17
GHCND:USW00014837,19820701,EMNT,72
GHCND:USW00014837,19820801,EMNT,33
GHCND:USW00014837,19820901,EMNT,-6
GHCND:USW00014837,19821001,EMNT,-83
GHCND:USW00014837,19821101,EMNT,-128
GHCND:USW00014837,19821201,EMNT,-172
GHCND:USW00014837,19830101,EMNT,-217
GHCND:USW00014837,19830201,EMNT,-244
GHCND:USW00014837,19830301,EMNT,-150
GHCND:USW00014837,19830401,EMNT,-89
GHCND:USW00014837,19830501,EMNT,-39
GHCND:USW00014837,19830601,EMNT,22
GHCND:USW00014837,19830701,EMNT,56
GHCND:USW00014837,19830801,EMNT,67
GHCND:USW00014837,19830901,EMNT,6
GHCND:USW00014837,19831001,EMNT,-50
GHCND:USW00014837,19831101,EMNT,-100
GHCND:USW00014837,19831201,EMNT,-317
GHCND:USW00014837,19840101,EMNT,-283
GHCND:USW00014837,19840201,EMNT,-194
GHCND:USW00014837,19840301,EMNT,-194
GHCND:USW00014837,19840401,EMNT,-56
GHCND:USW00014837,19840501,EMNT,-6
GHCND:USW00014837,19840601,EMNT,61
GHCND:USW00014837,19840701,EMNT,78
GHCND:USW00014837,19840801,EMNT,50
GHCND:USW00014837,19840901,EMNT,-33
GHCND:USW00014837,19841001,EMNT,-61
GHCND:USW00014837,19841101,EMNT,-122
GHCND:USW00014837,19841201,EMNT,-200
GHCND:USW00014837,19850101,EMNT,-322
GHCND:USW00014837,19850201,EMNT,-333
GHCND:USW00014837,19850301,EMNT,-128
GHCND:USW00014837,19850401,EMNT,-56
GHCND:USW00014837,19850501,EMNT,0
GHCND:USW00014837,19850601,EMNT,33
GHCND:USW00014837,19850701,EMNT,78
GHCND:USW00014837,19850801,EMNT,67
GHCND:USW00014837,19850901,EMNT,0
GHCND:USW00014837,19851001,EMNT,-11
GHCND:USW00014837,19851101,EMNT,-150
GHCND:USW00014837,19851201,EMNT,-267
GHCND:USW00014837,19860101,EMNT,-294
GHCND:USW00014837,19860201,EMNT,-228
GHCND:USW00014837,19860301,EMNT,-167
GHCND:USW00014837,19860401,EMNT,-72
GHCND:USW00014837,19860501,EMNT,-28
GHCND:USW00014837,19860601,EMNT,33
GHCND:USW00014837,19860701,EMNT,94
GHCND:USW00014837,19860801,EMNT,39
GHCND:USW00014837,19860901,EMNT,22
GHCND:USW00014837,19861001,EMNT,-17
GHCND:USW00014837,19861101,EMNT,-167
GHCND:USW00014837,19861201,EMNT,-222
GHCND:USW00014837,19870101,EMNT,-244
GHCND:USW00014837,19870201,EMNT,-128
GHCND:USW00014837,19870301,EMNT,-117
GHCND:USW00014837,19870401,EMNT,-89
GHCND:USW00014837,19870501,EMNT,0
GHCND:USW00014837,19870601,EMNT,50
GHCND:USW00014837,19870701,EMNT,94
GHCND:USW00014837,19870801,EMNT,61
GHCND:USW00014837,19870901,EMNT,17
GHCND:USW00014837,19871001,EMNT,-61
GHCND:USW00014837,19871101,EMNT,-111
GHCND:USW00014837,19871201,EMNT,-172
GHCND:USW00014837,19880101,EMNT,-294
GHCND:USW00014837,19880201,EMNT,-239
GHCND:USW00014837,19880301,EMNT,-117
GHCND:USW00014837,19880401,EMNT,-72
GHCND:USW00014837,19880501,EMNT,-11
GHCND:USW00014837,19880601,EMNT,17
GHCND:USW00014837,19880701,EMNT,67
GHCND:USW00014837,19880801,EMNT,61
GHCND:USW00014837,19880901,EMNT,17
GHCND:USW00014837,19881001,EMNT,-106
GHCND:USW00014837,19881101,EMNT,-72
GHCND:USW00014837,19881201,EMNT,-178
GHCND:USW00014837,19890101,EMNT,-183
GHCND:USW00014837,19890201,EMNT,-228
GHCND:USW00014837,19890301,EMNT,-167
GHCND:USW00014837,19890401,EMNT,-72
GHCND:USW00014837,19890501,EMNT,-44
GHCND:USW00014837,19890601,EMNT,56
GHCND:USW00014837,19890701,EMNT,100
GHCND:USW00014837,19890801,EMNT,78
GHCND:USW00014837,19890901,EMNT,-22
GHCND:USW00014837,19891001,EMNT,-44
GHCND:USW00014837,19891101,EMNT,-161
GHCND:USW00014837,19891201,EMNT,-278
GHCND:USW00014837,19900101,EMNT,-144
GHCND:USW00014837,19900201,EMNT,-200
GHCND:USW00014837,19900301,EMNT,-89
GHCND:USW00014837,19900401,EMNT,-72
GHCND:USW00014837,19900501,EMNT,-17
GHCND:USW00014837,19900601,EMNT,22
GHCND:USW00014837,19900701,EMNT,83
GHCND:USW00014837,19900801,EMNT,72
GHCND:USW00014837,19900901,EMNT,50
GHCND:USW00014837,19901001,EMNT,-44
GHCND:USW00014837,19901101,EMNT,-78
GHCND:USW00014837,19901201,EMNT,-239
GHCND:USW00014837,19910101,EMNT,-267
GHCND:USW00014837,19910201,EMNT,-189
GHCND:USW00014837,19910301,EMNT,-100
GHCND:USW00014837,19910401,EMNT,-50
GHCND:USW00014837,19910501,EMNT,6
GHCND:USW00014837,19910601,EMNT,67
GHCND:USW00014837,19910701,EMNT,94
GHCND:USW00014837,19910801,EMNT,83
GHCND:USW00014837,19910901,EMNT,-28
GHCND:USW00014837,19911001,EMNT,-44
GHCND:USW00014837,19911101,EMNT,-172
GHCND:USW00014837,19911201,EMNT,-189
GHCND:USW00014837,19920101,EMNT,-217
GHCND:USW00014837,19920201,EMNT,-167
GHCND:USW00014837,19920301,EMNT,-128
GHCND:USW00014837,19920401,EMNT,-89
GHCND:USW00014837,19920501,EMNT,-39
GHCND:USW00014837,19920601,EMNT,22
GHCND:USW00014837,19920701,EMNT,89
GHCND:USW00014837,19920801,EMNT,56
GHCND:USW00014837,19920901,EMNT,-11
GHCND:USW00014837,19921001,EMNT,-78
GHCND:USW00014837,19921101,EMNT,-100
GHCND:USW00014837,19921201,EMNT,-206
GHCND:USW00014837,19930101,EMNT,-233
GHCND:USW00014837,19930201,EMNT,-233
GHCND:USW00014837,19930301,EMNT,-194
GHCND:USW00014837,19930401,EMNT,-78
GHCND:USW00014837,19930501,EMNT,17
GHCND:USW00014837,19930601,EMNT,22
GHCND:USW00014837,19930701,EMNT,106
GHCND:USW00014837,19930801,EMNT,100
GHCND:USW00014837,19930901,EMNT,-22
GHCND:USW00014837,19931001,EMNT,-44
GHCND:USW00014837,19931101,EMNT,-89
GHCND:USW00014837,19931201,EMNT,-206
GHCND:USW00014837,19940101,EMNT,-328
GHCND:USW00014837,19940201,EMNT,-283
GHCND:USW00014837,19940301,EMNT,-100
GHCND:USW00014837,19940401,EMNT,-72
GHCND:USW00014837,19940501,EMNT,-11
GHCND:USW00014837,19940601,EMNT,28
GHCND:USW00014837,19940701,EMNT,100
GHCND:USW00014837,19940801,EMNT,72
GHCND:USW00014837,19940901,EMNT,33
GHCND:USW00014837,19941001,EMNT,-11
GHCND:USW00014837,19941101,EMNT,-72
GHCND:USW00014837,19941201,EMNT,-183
GHCND:USW00014837,19950101,EMNT,-217
GHCND:USW00014837,19950201,EMNT,-206
GHCND:USW00014837,19950301,EMNT,-194
GHCND:USW00014837,19950401,EMNT,-100
GHCND:USW00014837,19950501,EMNT,6
GHCND:USW00014837,19950601,EMNT,78
GHCND:USW00014837,19950701,EMNT,67
GHCND:USW00014837,19950801,EMNT,139
GHCND:USW00014837,19950901,EMNT,-22
GHCND:USW00014837,19951001,EMNT,-28
GHCND:USW00014837,19951101,EMNT,-189
GHCND:USW00014837,19951201,EMNT,-217
GHCND:USW00014837,19960101,EMNT,-294
GHCND:USW00014837,19960201,EMNT,-339
GHCND:USW00014837,19960301,EMNT,-211
GHCND:USW00014837,19960401,EMNT,-78
GHCND:USW00014837,19960501,EMNT,-11
GHCND:USW00014837,19960601,EMNT,67
GHCND:USW00014837,19960701,EMNT,83
GHCND:USW00014837,19960801,EMNT,89
GHCND:USW00014837,19960901,EMNT,33
GHCND:USW00014837,19961001,EMNT,-33
GHCND:USW00014837,19961101,EMNT,-189
GHCND:USW00014837,19961201,EMNT,-228
GHCND:USW00014837,19970101,EMNT,-239
GHCND:USW00014837,19970201,EMNT,-217
GHCND:USW00014837,19970301,EMNT,-156
GHCND:USW00014837,19970401,EMNT,-94
GHCND:USW00014837,19970501,EMNT,-28
GHCND:USW00014837,19970601,EMNT,67
GHCND:USW00014837,19970701,EMNT,72
GHCND:USW00014837,19970801,EMNT,89
GHCND:USW00014837,19970901,EMNT,11
GHCND:USW00014837,19971001,EMNT,-28
GHCND:USW00014837,19971101,EMNT,-128
GHCND:USW00014837,19971201,EMNT,-139
GHCND:USW00014837,19980101,EMNT,-217
GHCND:USW00014837,19980201,EMNT,-117
GHCND:USW00014837,19980301,EMNT,-156
GHCND:USW00014837,19980401,EMNT,-28
GHCND:USW00014837,19980501,EMNT,44
GHCND:USW00014837,19980601,EMNT,50
GHCND:USW00014837,19980701,EMNT,117
GHCND:USW00014837,19980801,EMNT,94
GHCND:USW00014837,19980901,EMNT,33
GHCND:USW00014837,19981001,EMNT,-39
GHCND:USW00014837,19981101,EMNT,-61
GHCND:USW00014837,19981201,EMNT,-200
GHCND:USW00014837,19990101,EMNT,-289
GHCND:USW00014837,19990201,EMNT,-111
GHCND:USW00014837,19990301,EMNT,-161
GHCND:USW00014837,19990401,EMNT,-17
GHCND:USW00014837,19990501,EMNT,22
GHCND:USW00014837,19990601,EMNT,61
GHCND:USW00014837,19990701,EMNT,117
GHCND:USW00014837,19990801,EMNT,83
GHCND:USW00014837,19990901,EMNT,17
GHCND:USW00014837,19991001,EMNT,-72
GHCND:USW00014837,19991101,EMNT,-106
GHCND:USW00014837,19991201,EMNT,-211
GHCND:USW00014837,20000101,EMNT,-217
GHCND:USW00014837,20000201,EMNT,-161
GHCND:USW00014837,20000301,EMNT,-94
GHCND:USW00014837,20000401,EMNT,-56
GHCND:USW00014837,20000501,EMNT,11
GHCND:USW00014837,20000601,EMNT,61
GHCND:USW00014837,20000701,EMNT,94
GHCND:USW00014837,20000801,EMNT,106
GHCND:USW00014837,20000901,EMNT,22
GHCND:USW00014837,20001001,EMNT,-33
GHCND:USW00014837,20001101,EMNT,-128
GHCND:USW00014837,20001201,EMNT,-294
GHCND:USW00014837,20010101,EMNT,-222
GHCND:USW00014837,20010201,EMNT,-200
GHCND:USW00014837,20010301,EMNT,-100
GHCND:USW00014837,20010401,EMNT,-28
GHCND:USW00014837,20010501,EMNT,33
GHCND:USW00014837,20010601,EMNT,56
GHCND:USW00014837,20010701,EMNT,61
GHCND:USW00014837,20010801,EMNT,100
GHCND:USW00014837,20010901,EMNT,22
GHCND:USW00014837,20011001,EMNT,-50
GHCND:USW00014837,20011101,EMNT,-39
GHCND:USW00014837,20011201,EMNT,-156
GHCND:USW00014837,20020101,EMNT,-172
GHCND:USW00014837,20020201,EMNT,-133
GHCND:USW00014837,20020301,EMNT,-222
GHCND:USW00014837,20020401,EMNT,-72
GHCND:USW00014837,20020501,EMNT,-22
GHCND:USW00014837,20020601,EMNT,61
GHCND:USW00014837,20020701,EMNT,89
GHCND:USW00014837,20020801,EMNT,94
GHCND:USW00014837,20020901,EMNT,11
GHCND:USW00014837,20021001,EMNT,-33
GHCND:USW00014837,20021101,EMNT,-117
GHCND:USW00014837,20021201,EMNT,-167
GHCND:USW00014837,20030101,EMNT,-228
GHCND:USW00014837,20030201,EMNT,-211
GHCND:USW00014837,20030301,EMNT,-206
GHCND:USW00014837,20030401,EMNT,-122
GHCND:USW00014837,20030501,EMNT,-17
GHCND:USW00014837,20030601,EMNT,17
GHCND:USW00014837,20030701,EMNT,94
GHCND:USW00014837,20030801,EMNT,100
GHCND:USW00014837,20030901,EMNT,-6
GHCND:USW00014837,20031001,EMNT,-56
GHCND:USW00014837,20031101,EMNT,-111
GHCND:USW00014837,20031201,EMNT,-172
GHCND:USW00014837,20040101,EMNT,-250
GHCND:USW00014837,20040201,EMNT,-228
GHCND:USW00014837,20040301,EMNT,-122
GHCND:USW00014837,20040401,EMNT,-61
GHCND:USW00014837,20040501,EMNT,-28
GHCND:USW00014837,20040601,EMNT,61
GHCND:USW00014837,20040701,EMNT,106
GHCND:USW00014837,20040801,EMNT,67
GHCND:USW00014837,20040901,EMNT,22
GHCND:USW00014837,20041001,EMNT,-22
GHCND:USW00014837,20041101,EMNT,-83
GHCND:USW00014837,20041201,EMNT,-211
GHCND:USW00014837,20050101,EMNT,-233
GHCND:USW00014837,20050201,EMNT,-139
GHCND:USW00014837,20050301,EMNT,-156
GHCND:USW00014837,20050401,EMNT,-11
GHCND:USW00014837,20050501,EMNT,-22
GHCND:USW00014837,20050601,EMNT,78
GHCND:USW00014837,20050701,EMNT,78
GHCND:USW00014837,20050801,EMNT,83
GHCND:USW00014837,20050901,EMNT,33
GHCND:USW00014837,20051001,EMNT,-44
GHCND:USW00014837,20051101,EMNT,-128
GHCND:USW00014837,20051201,EMNT,-211
GHCND:USW00014837,20060101,EMNT,-139
GHCND:USW00014837,20060201,EMNT,-272
GHCND:USW00014837,20060301,EMNT,-133
GHCND:USW00014837,20060401,EMNT,-50
GHCND:USW00014837,20060501,EMNT,0
GHCND:USW00014837,20060601,EMNT,61
GHCND:USW00014837,20060701,EMNT,111
GHCND:USW00014837,20060801,EMNT,100
GHCND:USW00014837,20060901,EMNT,22
GHCND:USW00014837,20061001,EMNT,-50
GHCND:USW00014837,20061101,EMNT,-89
GHCND:USW00014837,20061201,EMNT,-156
GHCND:USW00014837,20070101,EMNT,-194
GHCND:USW00014837,20070201,EMNT,-267
GHCND:USW00014837,20070301,EMNT,-156
GHCND:USW00014837,20070401,EMNT,-72
GHCND:USW00014837,20070501,EMNT,28
GHCND:USW00014837,20070601,EMNT,83
GHCND:USW00014837,20070701,EMNT,94
GHCND:USW00014837,20070801,EMNT,111
GHCND:USW00014837,20070901,EMNT,0
GHCND:USW00014837,20071001,EMNT,-17
GHCND:USW00014837,20071101,EMNT,-106
GHCND:USW00014837,20071201,EMNT,-233
GHCND:USW00014837,20080101,EMNT,-244
GHCND:USW00014837,20080201,EMNT,-261
GHCND:USW00014837,20080301,EMNT,-178
GHCND:USW00014837,20080401,EMNT,-56
GHCND:USW00014837,20080501,EMNT,0
GHCND:USW00014837,20080601,EMNT,100
GHCND:USW00014837,20080701,EMNT,94
GHCND:USW00014837,20080801,EMNT,89
GHCND:USW00014837,20080901,EMNT,44
GHCND:USW00014837,20081001,EMNT,-39
GHCND:USW00014837,20081101,EMNT,-111
GHCND:USW00014837,20081201,EMNT,-233
GHCND:USW00014837,20090101,EMNT,-283
GHCND:USW00014837,20090201,EMNT,-206
GHCND:USW00014837,20090301,EMNT,-156
GHCND:USW00014837,20090401,EMNT,-28
GHCND:USW00014837,20090501,EMNT,22
GHCND:USW00014837,20090601,EMNT,44
GHCND:USW00014837,20090701,EMNT,83
GHCND:USW00014837,20090801,EMNT,44
GHCND:USW00014837,20090901,EMNT,11
GHCND:USW00014837,20091001,EMNT,-33
GHCND:USW00014837,20091101,EMNT,-44
GHCND:USW00014837,20091201,EMNT,-194
GHCND:USW00014837,20100101,EMNT,-239
GHCND:USW00014837,20100201,EMNT,-189
GHCND:USW00014837,20100301,EMNT,-128
GHCND:USW00014837,20100401,EMNT,-39
GHCND:USW00014837,20100501,EMNT,-6
GHCND:USW00014837,20100601,EMNT,100
GHCND:USW00014837,20100701,EMNT,150
GHCND:USW00014837,20100801,EMNT,89
GHCND:USW00014837,20100901,EMNT,17
GHCND:USW00014837,20101001,EMNT,-28
GHCND:USW00014837,20101101,EMNT,-89
GHCND:USW00014837,20101201,EMNT,-233
GHCND:USW00014837,20110101,EMNT,-261
GHCND:USW00014837,20110201,EMNT,-250
GHCND:USW00014837,20110301,EMNT,-106
GHCND:USW00014837,20110401,EMNT,-33
GHCND:USW00014837,20110501,EMNT,-28
GHCND:USW00014837,20110601,EMNT,72
GHCND:USW00014837,20110701,EMNT,117
GHCND:USW00014837,20110801,EMNT,94
GHCND:USW00014837,20110901,EMNT,22
GHCND:USW00014837,20111001,EMNT,-28
GHCND:USW00014837,20111101,EMNT,-72
GHCND:USW00014837,20111201,EMNT,-128
GHCND:USW00014837,20120101,EMNT,-222
GHCND:USW00014837,20120201,EMNT,-144
GHCND:USW00014837,20120301,EMNT,-122
GHCND:USW00014837,20120401,EMNT,-33
GHCND:USW00014837,20120501,EMNT,33
GHCND:USW00014837,20120601,EMNT,67
GHCND:USW00014837,20120701,EMNT,128
GHCND:USW00014837,20120801,EMNT,67
GHCND:USW00014837,20120901,EMNT,0
GHCND:USW00014837,20121001,EMNT,-50
GHCND:USW00014837,20121101,EMNT,-117
GHCND:USW00014837,20121201,EMNT,-161
GHCND:USW00014837,20130101,EMNT,-217
GHCND:USW00014837,20130201,EMNT,-211
GHCND:USW00014837,20130301,EMNT,-194
GHCND:USW00014837,20130401,EMNT,-66
GHCND:USW00014837,20130501,EMNT,-5
GHCND:USW00014837,20130601,EMNT,50
GHCND:USW00014837,20130701,EMNT,106
GHCND:USW00014837,20130801,EMNT,78
GHCND:USW00014837,20130901,EMNT,44
GHCND:USW00014837,20131001,EMNT,-27
GHCND:USW00014837,20131101,EMNT,-132
GHCND:USW00014837,20131201,EMNT,-255
